UnicodeRanges
	0020	024F
	2000	206F
	3000	303F
	3400	4DB5
	4E00	9FCB
	FF00	FFEF

FontOverride	Exo-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	SourceCodePro-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Titillium-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Akashi.ttf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Nobile-Regular.ttf	MFShangHei_Noncommercial_Light_CDE.otf

GameTitle	Children of a Dead Earth
Concept Hill Sphere Description
	All celestial bodies have a roughly determined region of stability, called the Hill Sphere, which very approximately determines the region of stability for orbits around that body. Objects orbiting the body outside of this region will be unable to hold a stable orbit, even with stationkeeping. Outside the Hill Sphere, orbits will decay until the orbit becomes an orbit around the parent body. For instance, if orbiting Luna outside of Luna's Hill Sphere, the orbit will decay until the orbit becomes an orbit around Earth.
	This region's size is based on the masses of the orbited body and its parent body, and how far away it is from the parent body. For example, the Hill Sphere of Neptune is much larger than the Hill Sphere of Jupiter, because although it is less massive than Jupiter, it is significantly further away from Sol, and so Sol's gravity is much weaker at that distance.
	The Hill Sphere generally lies somewhat within with the L_1 and L_2 points of a body.
	When executing orbital maneuvers, any orbit which extends out further than the Hill Sphere (even if the periapsis lies within the Hill Sphere) is not stable, and thus, you will be unable to maintain such a stationkept orbit. Similarly, you will be unable to excecute orbital maneuvers that interact with the body, such as entering a circular orbit around the body, unless your fleet is within the Hill Sphere.
	Some bodies have a Hill Sphere that is smaller than the size of the body. This means it is impossible to orbit such bodies. Around gas giants, this tends to be true for the inner moons, while the outer moons tend to still have a hill sphere.

Concept Orbital Perturbation	Orbital Perturbation
Concept Orbital Perturbation Subject	Orbital Mechanics
Concept Orbital Perturbation Description
	Orbital Perturbation of an orbit is all the forces other than the gravity experienced from the primary gravitational body. Some examples include celestial body oblateness, radiation pressure, atmospheric drag, and the gravitational force from other nearby celestial bodies.
	Many of these effects are marginal, and can usually be ignored. However, gravitational forces from other celestial bodies can, in some cases, be huge. For example, an object orbiting Io, a moon of Jupiter, will experience a significant gravitational force from Jupiter. This will cause the orbit around Io to not be perfectly circular or elliptical, and in some cases, Jupiter's gravity will cause that orbit to decay. Over time, the object may be pulled completely out of Io's orbit.
	As a result, most spacecrafts perform stationkeeping most of the time, which keeps orbits perfectly circular or elliptical. Starting a trajectory will stop stationkeeping, however, and this is why trajectories may diverge heavily from the original orbital path.
	This divergence can cause many orbital techniques to fail, such as Orbit Phasing or Hohmann Transfers.

Concept Stationkeeping	Stationkeeping
Concept Stationkeeping Subject	Orbital Mechanics
Concept Stationkeeping Description
	Most ships are always performing stationkeeping, which is making tiny thrusts in order to keep their orbit perfectly elliptical or circular. Orbits over time degrade due to orbital perturbation and radiation pressure, but stationkept orbits stay perfectly periodic. As soon as you start a trajectory, your ships stop stationkeeping, so the orbit can decay or change completely over time.
	Orbital perturbation happens because planets and asteroids are not perfectly spherical, which causes the orbits to not behave perfectly elliptically. It also happens because other celestial bodies have their own gravitational pull, which affects everything. For example, a ship in a circular orbit around Luna will experience a significant gravitational pull from Earth, constantly pulling the orbit into a noncircular, unstable pattern.
	Radiation pressure is force applied from solar wind and the photons emitted from the sun, and can also perturb orbits over time.
	A final force that can affect orbits and make them non-elliptical is atmospheric drag; however, this is only relevant for spacecrafts in extremely low orbits around bodies with atmosphere.
	Because these forces can affect orbits and make them lose their perfect elliptical or circular nature, this can actually be a valuable technique to get around. After starting a trajectory, a spacecraft stops stationkeeping, and instead can be pulled around by the gravitational forces, and can sometimes get you where you need to be without expending any delta-v.

Concept Space Rendezvous and Interception	Space Rendezvous and Interception
Concept Space Rendezvous and Interception Subject	Orbital Mechanics
Concept Space Rendezvous and Interception Description
	In order for two ships to meet in orbit, or for two fleets to join up anywhere in space, a space rendezvous must occur. Space rendezvous, like the N-body problem, remains an unsolved problem in physics. All solutions are approximations, since rendezvousing in space while using a minimal amount of delta-v and in the shortest possible time is an optimization problem with 18 degrees of freedom (6 degrees of freedom, plus their first and second derivatives, although in practice, a number of these degrees of freedom can be pruned away).
	As a result, a space rendezvous is not always guaranteed. The rendezvous can fail due to the gravity of the nearest celestial body overwhelming the craft's acceleration, or it can take too much delta-v or time to be feasible. To ensure effective rendezvous, the attempt should start when the positions and velocities are as similar as possible between both fleets.
	Intercepting enemy fleets functions similarly. Something to note is that although retrograde intercepts are possible, the difficulty and the tiny window of time that ships are in range granted by the retrograde intercept makes them generally not useful.
	The best way to guarantee a cheap space rendezvous is to make sure the difference in velocity between the chaser and the target is as low as possible.

Concept Hohmann Transfer	Hohmann Transfer
Concept Hohmann Transfer Subject	Orbital Mechanics
Concept Hohmann Transfer Description
	A Hohmann Transfer is a technique to transfer between two circular orbits around the same body, but of different sizes. An example would be an interlunar transfer between two orbiting moons around a planet.
	To execute a Hohmann Transfer, one only needs to make two separate tangential burns. First, one burn causes the current orbit to become an ellipse until that ellipse osculates the target orbit. Then, when the craft reaches that osculation, the craft must then make another tangential burn to normalize it's ellipse into a circular orbit.
	If a specific position is desired along the target orbit, the Hohmann Transfer does not guarantee that unless Synodic Periods are taken into account. Alternatively, burning additional fuel can overcome this timing restriction.

Concept Synodic Period	Synodic Period
Concept Synodic Period Subject	Orbital Mechanics
Concept Synodic Period Description
	The orbital period of a body is the time it takes for that body to orbit it's parent body. The synodic period between two bodies is the time interval upon which those two objects appear at the same point in relation to each other. For example, if two moons are side by side but one is in a wider orbit, they will move at different speeds. They will no longer be side by side for quite a while, but they will eventually match back up after a period of time. That period of time is the Synodic Period.
	This is of importance for Hohmann Transfers between two bodies around a parent. Such a Hohmann transfer would require a specific time interval to be viable, which means the initial craft has to wait until the correct time presents itself to properly excute the transfer.

Concept Oberth Effect	Oberth Effect
Concept Oberth Effect Subject	Orbital Mechanics
Concept Oberth Effect Description
	Burning around a gravity well is most efficient in terms of delta-v when used at the lowest point of that gravity well. For example, given an elliptical orbit around a planet, burning when you are nearest to the planet, at the periapsis, is more efficient than when you are furthest from that planet, at the apoapsis. A circular orbit has no such advantage in this regard. An orbital maneuver which takes advantage of this effect is called a powered flyby, or an Oberth Maneuver.

Concept Orbital Burns	Orbital Burns
Concept Orbital Burns Subject	Orbital Mechanics
Concept Orbital Burns Description
	When orbiting an object, the three most relevant directions to burn in are tangential, radial, and out-of-plane.
	Tangential (red) is perpendicular to the orbited body, but still in the 2D plane of the orbit.
	Radial (green) is still in the 2D orbital plane, but it is directly away from or towards the orbited body.
	Out-of-plane (blue) is directly perpendicular to the orbital plane, and is only useful for making orbital inclination adjustments. If where you want to go is in the same orbital plane as you, there is no need to ever use an out-of-plane burn.

Concept Orbit Phasing	Orbit Phasing
Concept Orbit Phasing Subject	Orbital Mechanics
Concept Orbit Phasing Description
	Orbit Phasing is a technique that allows you to intercept with a target when you share the same orbit as the target but are in a different position along that orbit. Sharing an orbit with a target means you will never catch up to the target, because your orbital periods are identical.
