UnicodeRanges
	0020	024F
	2000	206F





GameTitle	Children of a Dead Earth
	This is of importance for Hohmann Transfers between two bodies around a parent. Such a Hohmann transfer would require a specific time interval to be viable, which means the initial craft has to wait until the correct time presents itself to properly excute the transfer.

Concept Oberth Effect	Oberth Effect
Concept Oberth Effect Subject	Orbital Mechanics
Concept Oberth Effect Description
	Burning around a gravity well is most efficient in terms of delta-v when used at the lowest point of that gravity well. For example, given an elliptical orbit around a planet, burning when you are nearest to the planet, at the periapsis, is more efficient than when you are furthest from that planet, at the apoapsis. A circular orbit has no such advantage in this regard. An orbital maneuver which takes advantage of this effect is called a powered flyby, or an Oberth Maneuver.

Concept Orbital Burns	Orbital Burns
Concept Orbital Burns Subject	Orbital Mechanics
Concept Orbital Burns Description
	When orbiting an object, the three most relevant directions to burn in are tangential, radial, and out-of-plane.
	Tangential (red) is perpendicular to the orbited body, but still in the 2D plane of the orbit.
	Radial (green) is still in the 2D orbital plane, but it is directly away from or towards the orbited body.
	Out-of-plane (blue) is directly perpendicular to the orbital plane, and is only useful for making orbital inclination adjustments. If where you want to go is in the same orbital plane as you, there is no need to ever use an out-of-plane burn.

Concept Orbit Phasing	Orbit Phasing
Concept Orbit Phasing Subject	Orbital Mechanics
Concept Orbit Phasing Description
	Orbit Phasing is a technique that allows you to intercept with a target when you share the same orbit as the target but are in a different position along that orbit. Sharing an orbit with a target means you will never catch up to the target, because your orbital periods are identical.
	Contrary to intuition, you can not simply accelerate at your target if they are ahead of you in an orbit, nor can you simply decelerate if they are behind you to reach your target. Accelerating towards your target will widen your orbit, and put you in a higher, slower orbit than your target, while decelerating will tighten your orbit, putting you in a lower, faster orbit. In either case, you will end up even further away from your target. This was discovered early on in spaceflight by NASA in the mid 20th century.
	To actually intercept your target in this way, you can use orbit phasing.
	Orbit phasing involves either accelerating or decelerating in a direction tangential to your current velocity. This will cause your orbit to widen or shrink, both of which reduce your orbital period. Additionally, you will eventually reach the exact same point as when you burned. Timed correctly, you can perfectly intercept any co-orbiting target with a single tangential burn (though if you also want to match velocities at the intercept, you will need a final burn as well).
	The actual result of orbit phasing is opposite what intuition would indicate. To reach a target in front of you, you need to decelerate, since this will bring you closer to the gravitational source, ultimately speeding you up. To reach a target behind you, you need to accelerate, since this will bring you further from the gravitational source, slowing you down.
	Some warnings about Orbit Phasing. If the orbit is elliptical, orbit phasing will not work except at the periapsis (the point closest to the orbital center). Second, if the orbital perturbation is large, orbit phasing may fail or may require additional corrections burns to stay on track.

Concept Gravitational Slingshot	Gravitational Slingshot
Concept Gravitational Slingshot Subject	Orbital Mechanics
Concept Gravitational Slingshot Description
	Also known as a Gravity Assist Maneuver, a Gravitational Slingshot is a maneuver where a spacecraft uses a celestial body with a deep gravity well to accelerate or decelerate without using fuel. By exploiting the Oberth Effect deep while within the gravity well, the maneuver becomes a Powered Slingshot, and its efficacy increases greatly.

Concept Long Distance Trajectories	Long Distance Trajectories
Concept Long Distance Trajectories Subject	Orbital Mechanics
Concept Long Distance Trajectories Description
	If you need to alter your trajectory, it is cheapest in terms of delta-v to do so as far away as possible. For example, if you are injecting into a moon's orbit from far away, and you need to change your orbital inclination when you arrive, it's far cheaper to make the required inclination burn long before you ever enter the moon's orbit.
	This is very important for saving delta-v whenever you have a trajectory that involves more than one celestial body, such as transferring between two moons, or going from a celestial body to either of its L_4 or L_5 Lagrange Points.
	In particular, orbital inclination burns are always best done as far away as possible, because the orbital inclination axis don't affect the other two axis of motion.
	One other related note on long distance transfers involving a celestial body, is that injecting into a circular orbit around that body after such a long distance is often the cheapest and simplest way to get captured by that body. After injecting into a circular orbit, the orbit can be easily tweaked and changed as necessary.

Concept Multi-stage Trajectories	Multi-stage Trajectories
Concept Multi-stage Trajectories Subject	Orbital Mechanics
Concept Multi-stage Trajectories Description
	When planning a trajectory that involves more than a single central body, certain considerations must be made.
	Getting to the destination in a single burn or few burns will likely be extremely difficult or impossible. Once multiple bodies are to be considered, multiple burns, at least one per body, are often very necessary. One burn to escape each orbit, and one burn to inject into each orbit. More burns per body may be necessary to correct orbital inclination.
	For example, consider a spacecraft orbiting a moon of Jupiter with a destination of space station orbiting a moon of Saturn. First, a burn must be made to break free of the moon. That puts the spacecraft in an orbit around Jupiter now. A second burn breaks free from Jupiter, putting the craft in orbit around Sol.
